age,annual_income,spending_score,online_purchase_frequency,store_visits_per_month
21.0,61797.0,45.0,8,5
34.0,58401.0,52.0,7,7
18.0,64669.0,52.0,11,3
31.0,49185.0,49.0,9,6
56.0,57457.0,54.0,8,5
42.0,62076.0,43.0,7,5
33.0,63736.0,54.0,15,3
42.0,70451.0,53.0,12,4
30.0,57263.0,53.0,4,5
27.0,70356.0,49.0,8,6
52.0,55387.0,63.0,7,7
24.0,69301.0,53.0,10,7
31.0,65722.0,43.0,7,11
38.0,53606.0,52.0,4,6
26.0,62149.0,55.0,9,3
42.0,59641.0,46.0,8,2
32.0,64379.0,58.0,5,4
42.0,58437.0,53.0,11,5
41.0,57849.0,34.0,4,4
33.0,69584.0,52.0,7,1
52.0,59309.0,47.0,7,4
28.0,65785.0,54.0,6,4
48.0,58423.0,57.0,5,7
47.0,71667.0,51.0,15,3
53.0,55252.0,62.0,9,7
37.0,55701.0,49.0,8,7
27.0,70672.0,54.0,12,9
56.0,56885.0,56.0,13,7
32.0,71208.0,49.0,7,7
27.0,66243.0,55.0,8,6
33.0,58917.0,46.0,2,5
25.0,47307.0,47.0,7,3
40.0,59865.0,41.0,8,3
29.0,60711.0,52.0,6,7
32.0,68171.0,52.0,6,7
45.0,71119.0,58.0,11,4
41.0,55205.0,56.0,7,5
35.0,65608.0,48.0,14,3
37.0,65358.0,42.0,7,2
35.0,67514.0,53.0,5,6
31.0,63491.0,58.0,11,4
35.0,46403.0,55.0,4,9
40.0,58912.0,58.0,13,5
34.0,51910.0,49.0,7,5
39.0,58582.0,47.0,8,5
27.0,66860.0,45.0,9,3
29.0,62136.0,50.0,4,3
28.0,68037.0,49.0,7,4
29.0,62392.0,51.0,6,7
48.0,50912.0,49.0,4,7
42.0,42354.0,49.0,11,5
24.0,61042.0,45.0,5,3
39.0,58503.0,57.0,7,11
31.0,53161.0,51.0,4,4
28.0,48096.0,49.0,10,3
20.0,54857.0,45.0,5,8
45.0,58639.0,41.0,11,3
21.0,64661.0,59.0,9,3
34.0,61320.0,54.0,12,3
26.0,71256.0,39.0,8,5
43.0,52751.0,55.0,5,6
32.0,66167.0,56.0,8,0
34.0,60331.0,51.0,4,4
34.0,64863.0,61.0,4,5
38.0,56944.0,52.0,3,6
35.0,67502.0,40.0,2,6
35.0,62067.0,53.0,14,8
30.0,55244.0,52.0,7,8
19.0,59916.0,46.0,8,5
24.0,58323.0,54.0,12,5
42.0,63424.0,38.0,3,7
32.0,51742.0,57.0,10,8
28.0,59795.0,44.0,12,6
21.0,62767.0,43.0,9,1
18.0,60231.0,49.0,12,4
28.0,69429.0,53.0,11,3
44.0,65418.0,51.0,6,4
29.0,59948.0,45.0,4,3
39.0,61517.0,46.0,7,4
29.0,62070.0,42.0,7,5
41.0,62823.0,48.0,9,6
31.0,47220.0,58.0,12,10
23.0,57889.0,50.0,7,2
32.0,49609.0,56.0,5,5
53.0,68948.0,60.0,10,1
53.0,59574.0,46.0,8,5
40.0,58647.0,49.0,5,8
34.0,66278.0,65.0,8,1
38.0,62956.0,60.0,3,4
38.0,52100.0,38.0,7,6
35.0,59504.0,53.0,5,1
39.0,57654.0,50.0,13,7
37.0,47788.0,56.0,11,2
32.0,55168.0,45.0,2,6
23.0,58715.0,44.0,6,4
30.0,59195.0,45.0,8,3
43.0,49624.0,46.0,5,7
35.0,68062.0,56.0,8,9
38.0,59285.0,42.0,1,5
32.0,60263.0,46.0,4,5
24.0,62804.0,37.0,9,1
33.0,54483.0,57.0,10,3
25.0,63194.0,59.0,11,5
24.0,57430.0,48.0,10,4
47.0,53724.0,48.0,5,6
31.0,64014.0,53.0,13,3
28.0,70442.0,60.0,12,6
51.0,65074.0,53.0,5,1
43.0,66461.0,45.0,11,6
31.0,56356.0,39.0,6,10
39.0,48817.0,42.0,8,4
33.0,70431.0,51.0,6,6
28.0,74382.0,45.0,11,3
40.0,70800.0,51.0,9,4
32.0,57649.0,46.0,10,8
36.0,51918.0,43.0,12,4
45.0,52540.0,42.0,9,5
44.0,48214.0,61.0,7,5
29.0,59248.0,56.0,9,3
40.0,71240.0,62.0,6,4
24.0,59008.0,54.0,14,9
40.0,62116.0,47.0,13,5
36.0,69629.0,59.0,7,8
39.0,57171.0,50.0,5,6
32.0,74249.0,52.0,6,6
56.0,73945.0,50.0,4,7
26.0,59082.0,29.0,6,2
45.0,55957.0,61.0,11,2
25.0,64881.0,53.0,9,0
40.0,57567.0,52.0,11,5
41.0,51904.0,50.0,11,2
36.0,68969.0,51.0,2,2
30.0,68515.0,46.0,9,3
36.0,61089.0,54.0,5,8
38.0,51160.0,41.0,4,2
53.0,51393.0,51.0,4,2
26.0,60751.0,54.0,6,4
29.0,56501.0,49.0,10,4
38.0,57612.0,53.0,4,10
32.0,67154.0,43.0,11,5
34.0,65132.0,43.0,10,3
46.0,69647.0,52.0,9,5
18.0,53066.0,55.0,6,4
29.0,57598.0,37.0,11,2
18.0,65313.0,54.0,6,3
23.0,63137.0,46.0,10,3
59.0,70727.0,49.0,8,3
41.0,62944.0,41.0,6,6
45.0,72937.0,44.0,11,5
34.0,63780.0,57.0,11,5
43.0,67435.0,50.0,13,4
18.0,57735.0,47.0,4,7
45.0,60100.0,49.0,7,3
27.0,66377.0,53.0,2,3
30.0,71291.0,53.0,1,8
40.0,65105.0,49.0,7,4
38.0,59418.0,58.0,8,5
36.0,69641.0,57.0,14,6
21.0,44656.0,53.0,10,6
36.0,50044.0,50.0,9,6
45.0,64771.0,55.0,7,4
30.0,60099.0,52.0,11,4
48.0,64239.0,57.0,10,4
26.0,60451.0,56.0,8,4
35.0,63997.0,43.0,6,5
50.0,54299.0,42.0,7,5
28.0,63993.0,45.0,12,1
46.0,66961.0,57.0,11,10
55.0,68544.0,39.0,9,8
37.0,74095.0,53.0,9,6
30.0,61709.0,53.0,11,7
27.0,61917.0,58.0,4,6
48.0,49338.0,51.0,10,5
48.0,56280.0,41.0,3,3
49.0,58648.0,43.0,8,5
35.0,67352.0,42.0,10,8
45.0,55723.0,46.0,8,4
35.0,65574.0,49.0,9,7
26.0,59989.0,42.0,7,5
46.0,58760.0,60.0,9,8
51.0,61742.0,41.0,8,5
25.0,57262.0,59.0,8,7
25.0,56997.0,58.0,8,2
35.0,48066.0,56.0,10,7
45.0,58264.0,45.0,3,8
24.0,56640.0,52.0,5,5
37.0,56388.0,41.0,7,7
29.0,62918.0,56.0,11,5
42.0,64610.0,49.0,3,9
27.0,61625.0,47.0,10,2
43.0,66968.0,41.0,8,4
33.0,64029.0,33.0,5,3
26.0,57935.0,43.0,5,5
36.0,56760.0,58.0,11,6
18.0,62190.0,47.0,12,8
29.0,64016.0,49.0,13,7
38.0,69785.0,55.0,10,7
18.0,68338.0,63.0,8,7
18.0,56210.0,59.0,12,3
18.0,59286.0,43.0,12,4
48.0,64697.0,36.0,9,5
34.0,67476.0,67.0,11,5
30.0,66573.0,66.0,5,9
44.0,59553.0,51.0,7,9
31.0,51222.0,41.0,5,3
38.0,53007.0,57.0,8,12
35.0,61908.0,49.0,5,10
30.0,62396.0,49.0,10,5
38.0,52309.0,56.0,7,2
43.0,60312.0,52.0,12,6
33.0,64419.0,42.0,5,7
30.0,51941.0,48.0,9,5
32.0,67735.0,55.0,11,5
18.0,57357.0,54.0,13,2
38.0,68803.0,52.0,8,10
23.0,56266.0,57.0,9,1
41.0,52814.0,47.0,15,3
34.0,56793.0,51.0,15,4
36.0,59334.0,26.0,10,3
42.0,57281.0,47.0,13,2
26.0,58488.0,55.0,8,4
39.0,62338.0,47.0,6,5
38.0,58802.0,47.0,6,4
33.0,59537.0,43.0,8,6
26.0,48035.0,57.0,7,5
41.0,62742.0,54.0,11,6
42.0,59376.0,56.0,9,5
36.0,71272.0,38.0,6,3
24.0,53423.0,49.0,5,2
30.0,47342.0,48.0,3,4
34.0,64326.0,48.0,4,6
42.0,62426.0,46.0,12,4
19.0,52941.0,48.0,6,4
29.0,49292.0,56.0,6,9
31.0,70762.0,37.0,7,5
34.0,69899.0,62.0,7,6
22.0,42588.0,53.0,12,4
33.0,56792.0,50.0,5,3
32.0,71649.0,56.0,4,5
25.0,56668.0,40.0,8,7
34.0,56566.0,45.0,7,6
30.0,58021.0,49.0,2,11
40.0,52154.0,60.0,11,5
26.0,48067.0,50.0,5,3
36.0,67368.0,53.0,9,6
27.0,47099.0,46.0,9,8
29.0,61731.0,53.0,10,5
38.0,66206.0,62.0,9,10
37.0,49841.0,57.0,8,5
31.0,53530.0,49.0,10,7
32.0,68492.0,55.0,15,3
20.0,63730.0,54.0,13,6
49.0,55679.0,54.0,7,8
42.0,68416.0,58.0,7,2
42.0,68446.0,58.0,5,5
19.0,61883.0,49.0,10,7
29.0,53699.0,54.0,6,5
32.0,57106.0,47.0,8,9
18.0,62005.0,44.0,7,8
44.0,58680.0,48.0,6,8
50.0,66573.0,49.0,6,7
56.0,49292.0,38.0,9,5
25.0,49540.0,56.0,5,3
36.0,61266.0,31.0,10,7
48.0,56559.0,69.0,11,7
32.0,55611.0,61.0,4,7
29.0,47624.0,48.0,8,5
18.0,60137.0,50.0,9,6
46.0,59631.0,52.0,3,5
35.0,64574.0,46.0,8,3
28.0,60482.0,51.0,6,5
38.0,59072.0,49.0,8,5
37.0,68239.0,49.0,6,6
37.0,50813.0,51.0,6,3
33.0,63755.0,41.0,10,7
51.0,48302.0,50.0,11,7
34.0,54131.0,51.0,12,8
51.0,51511.0,51.0,4,7
41.0,65474.0,48.0,6,2
39.0,59542.0,58.0,3,0
34.0,59905.0,48.0,14,3
45.0,52253.0,52.0,8,9
36.0,57902.0,59.0,7,6
26.0,54656.0,49.0,9,1
25.0,62684.0,52.0,8,2
39.0,53062.0,49.0,7,2
26.0,69309.0,59.0,1,5
34.0,48271.0,48.0,2,2
46.0,54354.0,59.0,7,3
38.0,71740.0,49.0,4,4
28.0,56954.0,44.0,7,8
49.0,50796.0,55.0,5,6
40.0,61534.0,48.0,9,3
45.0,56672.0,54.0,11,10
18.0,54149.0,31.0,5,2
38.0,52329.0,50.0,11,2
43.0,79379.0,47.0,8,3
52.0,58239.0,43.0,4,5
20.0,46521.0,46.0,12,5
47.0,70456.0,46.0,9,4
51.0,64277.0,50.0,10,3
18.0,54635.0,40.0,8,2
40.0,53468.0,52.0,10,4
41.0,64714.0,60.0,7,6
32.0,58272.0,52.0,7,4
30.0,46518.0,56.0,9,6
42.0,72511.0,58.0,11,2
29.0,56962.0,59.0,7,6
33.0,70469.0,63.0,10,6
43.0,68949.0,47.0,5,4
53.0,52993.0,45.0,6,4
40.0,67232.0,55.0,6,7
36.0,55440.0,55.0,13,4
30.0,46933.0,55.0,7,5
25.0,57028.0,63.0,7,4
46.0,62783.0,50.0,5,4
33.0,56761.0,53.0,5,6
47.0,57851.0,43.0,9,6
32.0,68005.0,65.0,1,4
29.0,60745.0,48.0,7,4
39.0,54097.0,48.0,8,7
34.0,64914.0,48.0,6,6
23.0,61384.0,45.0,7,5
53.0,42349.0,45.0,5,7
29.0,62998.0,46.0,5,4
44.0,62743.0,40.0,9,8
43.0,60141.0,45.0,6,6
22.0,66242.0,64.0,5,2
25.0,55293.0,55.0,9,6
32.0,62355.0,56.0,7,4
26.0,49031.0,58.0,6,4
52.0,62850.0,63.0,7,7
33.0,73671.0,38.0,11,6
44.0,53036.0,41.0,9,5
40.0,54681.0,44.0,9,4
38.0,55030.0,47.0,9,4
35.0,60910.0,48.0,10,3
47.0,52559.0,47.0,8,5
27.0,62949.0,52.0,3,5
52.0,65928.0,50.0,9,4
22.0,63740.0,45.0,17,3
43.0,47621.0,35.0,16,7
21.0,66966.0,43.0,6,4
32.0,66562.0,46.0,5,6
36.0,65811.0,48.0,3,5
30.0,62610.0,42.0,7,8
33.0,61541.0,47.0,10,2
21.0,67227.0,42.0,10,8
25.0,73465.0,49.0,11,4
40.0,53329.0,42.0,5,6
35.0,67547.0,44.0,11,3
28.0,59396.0,41.0,5,5
48.0,59092.0,49.0,16,10
23.0,49244.0,44.0,5,5
31.0,58006.0,56.0,11,5
30.0,53019.0,53.0,8,3
41.0,56753.0,50.0,14,3
35.0,52313.0,44.0,10,11
34.0,56858.0,53.0,13,9
18.0,57157.0,55.0,7,4
44.0,60677.0,51.0,10,6
33.0,48697.0,61.0,6,4
36.0,49881.0,53.0,8,6
28.0,62533.0,56.0,8,10
26.0,54418.0,51.0,8,5
50.0,67522.0,55.0,5,3
18.0,61577.0,44.0,4,5
24.0,64247.0,47.0,12,5
50.0,69875.0,52.0,10,9
41.0,57832.0,52.0,11,8
32.0,55979.0,54.0,5,6
47.0,66102.0,58.0,11,8
39.0,63567.0,40.0,8,7
37.0,58689.0,43.0,5,1
37.0,69740.0,52.0,9,7
40.0,58514.0,45.0,10,7
40.0,60229.0,74.0,7,6
57.0,60149.0,54.0,12,10
33.0,53458.0,49.0,4,4
33.0,60543.0,46.0,4,3
23.0,69777.0,47.0,6,6
34.0,63115.0,50.0,8,3
54.0,60217.0,51.0,7,6
45.0,58868.0,47.0,6,6
30.0,62316.0,48.0,9,1
35.0,65248.0,59.0,3,9
22.0,64265.0,60.0,12,5
25.0,57677.0,52.0,5,4
36.0,62273.0,41.0,14,4
30.0,63360.0,54.0,14,3
25.0,52950.0,61.0,10,2
40.0,61178.0,60.0,8,3
34.0,44871.0,55.0,9,5
19.0,63378.0,60.0,9,9
18.0,64622.0,50.0,10,2
29.0,65233.0,54.0,6,2
19.0,57235.0,45.0,7,1
18.0,62163.0,52.0,6,5
46.0,69968.0,59.0,6,7
34.0,69896.0,46.0,8,7
32.0,59796.0,44.0,12,6
33.0,60975.0,51.0,9,3
24.0,67776.0,48.0,11,6
39.0,49494.0,55.0,9,6
34.0,57738.0,47.0,5,5
27.0,69349.0,62.0,12,6
29.0,66826.0,41.0,7,6
23.0,62585.0,59.0,7,3
31.0,49459.0,45.0,12,6
33.0,59651.0,37.0,4,3
31.0,55871.0,52.0,12,3
36.0,62317.0,48.0,12,4
34.0,54335.0,42.0,5,1
37.0,52820.0,38.0,11,6
44.0,45546.0,50.0,11,6
41.0,68553.0,57.0,6,6
45.0,57202.0,54.0,6,4
27.0,61100.0,50.0,8,5
30.0,59984.0,53.0,11,4
42.0,52528.0,50.0,6,3
42.0,51187.0,40.0,6,3
28.0,52963.0,40.0,4,2
41.0,54938.0,49.0,10,5
26.0,62566.0,49.0,13,7
40.0,54430.0,56.0,12,6
35.0,72225.0,55.0,11,7
21.0,67190.0,54.0,10,3
31.0,65659.0,48.0,5,4
57.0,59162.0,40.0,7,1
37.0,70600.0,53.0,7,5
58.0,58474.0,54.0,8,9
21.0,59781.0,33.0,7,4
43.0,61190.0,44.0,9,4
18.0,64913.0,45.0,11,5
35.0,64458.0,51.0,8,5
41.0,56674.0,44.0,4,6
43.0,56269.0,50.0,8,4
27.0,64479.0,49.0,9,10
45.0,65007.0,49.0,7,6
30.0,57247.0,45.0,9,4
33.0,48890.0,46.0,4,4
31.0,58549.0,42.0,5,4
24.0,64365.0,53.0,8,3
51.0,72638.0,54.0,9,5
35.0,51614.0,45.0,4,10
46.0,57014.0,61.0,6,3
45.0,57274.0,48.0,11,4
25.0,69491.0,61.0,12,4
47.0,59755.0,46.0,4,4
40.0,53649.0,36.0,6,4
25.0,63911.0,53.0,15,4
39.0,57168.0,52.0,1,6
25.0,51429.0,50.0,7,7
51.0,53751.0,46.0,10,7
43.0,72138.0,50.0,7,5
34.0,62689.0,46.0,2,5
48.0,60754.0,48.0,7,3
19.0,58251.0,56.0,8,3
28.0,62045.0,51.0,7,6
32.0,61962.0,54.0,9,8
57.0,62045.0,48.0,6,4
24.0,60804.0,48.0,5,4
18.0,66082.0,42.0,3,6
21.0,60162.0,47.0,4,4
44.0,53154.0,27.0,2,12
29.0,55713.0,46.0,10,2
33.0,46147.0,49.0,8,1
43.0,74188.0,54.0,9,5
33.0,66039.0,48.0,10,6
37.0,54190.0,52.0,8,8
40.0,58027.0,35.0,7,2
31.0,55542.0,50.0,5,2
33.0,70798.0,38.0,12,11
37.0,50061.0,42.0,5,5
44.0,60801.0,49.0,16,4
27.0,59240.0,59.0,6,4
18.0,65788.0,53.0,10,3
42.0,59272.0,50.0,8,6
44.0,47693.0,50.0,13,5
37.0,58242.0,45.0,14,5
38.0,53195.0,46.0,8,5
29.0,60557.0,53.0,3,6
40.0,70039.0,40.0,8,4
44.0,47824.0,54.0,9,4
36.0,54398.0,47.0,12,2
60.0,56131.0,56.0,6,5
19.0,57329.0,57.0,3,6
37.0,65181.0,38.0,6,5
23.0,58785.0,46.0,5,3
44.0,62911.0,44.0,4,1
19.0,55620.0,37.0,5,1
22.0,61609.0,43.0,9,6
29.0,65445.0,67.0,3,3
38.0,54874.0,54.0,11,8
29.0,65470.0,63.0,8,5
29.0,60367.0,56.0,8,2
33.0,67318.0,45.0,7,4
33.0,58590.0,47.0,10,6
50.0,62669.0,54.0,5,5
42.0,59716.0,53.0,10,5
32.0,59327.0,46.0,7,6
56.0,61813.0,39.0,5,4
40.0,63758.0,73.0,3,7
25.0,51253.0,49.0,9,5
38.0,70035.0,48.0,11,7
40.0,46982.0,51.0,9,5
28.0,55206.0,48.0,9,5
24.0,59340.0,51.0,8,3
36.0,62886.0,59.0,10,6
31.0,71033.0,49.0,11,6
50.0,46992.0,42.0,6,5
42.0,56446.0,49.0,10,3
29.0,45112.0,47.0,9,4
39.0,60221.0,60.0,8,3
48.0,61902.0,58.0,3,0
21.0,71136.0,51.0,10,3
25.0,60844.0,41.0,9,1
35.0,67308.0,41.0,7,3
35.0,64087.0,50.0,9,6
34.0,56953.0,52.0,9,5
32.0,50137.0,47.0,6,4
32.0,61925.0,47.0,4,7
39.0,49555.0,46.0,3,4
46.0,69066.0,50.0,10,5
30.0,58866.0,33.0,11,7
59.0,68366.0,42.0,6,4
55.0,56638.0,46.0,8,5
48.0,61882.0,58.0,7,3
41.0,61465.0,44.0,5,10
55.0,59685.0,51.0,4,4
32.0,56971.0,52.0,6,4
27.0,62747.0,59.0,4,9
30.0,53517.0,59.0,6,2
25.0,51534.0,50.0,6,5
36.0,68700.0,47.0,9,2
38.0,65090.0,45.0,12,10
37.0,60461.0,48.0,6,4
35.0,71656.0,47.0,9,5
36.0,58126.0,54.0,11,3
52.0,69259.0,53.0,8,5
41.0,61229.0,54.0,6,7
44.0,52827.0,59.0,8,8
37.0,72936.0,63.0,8,4
19.0,66935.0,51.0,8,11
18.0,59153.0,58.0,8,2
56.0,65090.0,48.0,11,1
30.0,57174.0,58.0,10,3
29.0,65804.0,57.0,8,6
37.0,43262.0,57.0,6,6
41.0,52861.0,51.0,9,4
42.0,66855.0,45.0,8,5
53.0,58252.0,40.0,6,1
50.0,61453.0,50.0,11,5
27.0,50573.0,61.0,7,3
45.0,72935.0,48.0,7,5
31.0,68334.0,55.0,7,3
34.0,58595.0,56.0,7,8
24.0,57167.0,48.0,7,5
18.0,67207.0,59.0,11,3
35.0,73877.0,30.0,13,8
25.0,66676.0,41.0,5,2
44.0,75203.0,44.0,8,3
32.0,53544.0,44.0,7,6
38.0,54264.0,52.0,9,2
49.0,51677.0,52.0,7,3
20.0,63092.0,53.0,8,5
28.0,61229.0,54.0,6,2
37.0,58936.0,43.0,8,10
38.0,65665.0,41.0,7,4
46.0,68626.0,53.0,12,8
44.0,49320.0,46.0,12,6
36.0,55821.0,39.0,8,8
38.0,65741.0,57.0,9,2
38.0,56726.0,60.0,8,5
20.0,54413.0,61.0,5,3
33.0,67130.0,51.0,4,6
37.0,50973.0,54.0,7,9
40.0,57889.0,60.0,10,5
26.0,62301.0,46.0,9,6
22.0,55983.0,58.0,11,5
33.0,65482.0,52.0,10,4
55.0,56018.0,56.0,12,5
27.0,69860.0,51.0,7,9
47.0,59120.0,59.0,10,4
51.0,64699.0,52.0,9,6
35.0,65222.0,40.0,4,6
28.0,55607.0,60.0,7,3
40.0,45626.0,43.0,5,3
37.0,62525.0,59.0,5,7
26.0,60506.0,49.0,7,4
28.0,63891.0,58.0,10,7
40.0,58414.0,58.0,6,6
44.0,56987.0,53.0,8,10
32.0,74059.0,54.0,9,3
34.0,49694.0,53.0,8,6
42.0,65138.0,36.0,9,6
33.0,55978.0,51.0,10,4
32.0,57650.0,42.0,7,1
27.0,57780.0,51.0,6,8
27.0,54376.0,42.0,12,4
62.0,63999.0,42.0,8,7
33.0,69735.0,61.0,5,3
49.0,63290.0,57.0,14,3
52.0,60724.0,50.0,6,4
33.0,53095.0,51.0,9,6
39.0,63618.0,48.0,12,6
36.0,75094.0,54.0,10,7
19.0,57335.0,45.0,7,4
19.0,57368.0,57.0,3,6
35.0,56072.0,48.0,4,7
31.0,56574.0,47.0,10,2
54.0,40783.0,50.0,8,5
33.0,62835.0,46.0,6,7
55.0,54081.0,52.0,7,4
30.0,48728.0,46.0,6,9
54.0,65272.0,53.0,9,2
40.0,52426.0,59.0,8,2
41.0,57629.0,45.0,8,4
30.0,70265.0,49.0,4,5
41.0,50135.0,53.0,10,5
52.0,49272.0,47.0,6,5
34.0,61885.0,53.0,9,3
32.0,68046.0,54.0,8,3
33.0,48980.0,58.0,6,4
51.0,62854.0,46.0,4,6
44.0,64067.0,43.0,8,3
49.0,45586.0,48.0,8,4
38.0,65590.0,43.0,10,5
35.0,66136.0,54.0,8,4
39.0,57818.0,42.0,7,5
46.0,68766.0,66.0,11,4
33.0,67955.0,59.0,8,3
49.0,60722.0,50.0,11,2
39.0,56840.0,56.0,11,6
18.0,53190.0,39.0,5,3
44.0,59737.0,68.0,8,10
22.0,63988.0,46.0,6,6
44.0,57731.0,49.0,3,6
44.0,44617.0,37.0,6,3
38.0,68881.0,53.0,8,5
40.0,61332.0,42.0,5,8
46.0,57343.0,51.0,8,5
30.0,66000.0,46.0,9,3
43.0,70672.0,42.0,11,6
47.0,40387.0,44.0,7,0
53.0,63040.0,52.0,11,5
24.0,50013.0,41.0,3,2
39.0,63494.0,45.0,6,4
25.0,60895.0,55.0,10,6
25.0,64450.0,68.0,6,5
39.0,56505.0,53.0,10,4
36.0,46887.0,44.0,9,4
46.0,56847.0,47.0,5,2
32.0,62848.0,50.0,2,1
34.0,67108.0,48.0,5,6
37.0,51797.0,56.0,6,9
26.0,67189.0,52.0,10,7
28.0,55465.0,56.0,6,5
46.0,62537.0,48.0,11,4
30.0,56431.0,59.0,7,3
47.0,61275.0,49.0,4,5
41.0,66243.0,43.0,6,4
20.0,51411.0,65.0,8,7
40.0,55241.0,37.0,10,6
40.0,61295.0,45.0,6,7
39.0,76811.0,46.0,5,4
34.0,53958.0,68.0,7,2
26.0,74281.0,63.0,16,5
48.0,74031.0,60.0,8,4
34.0,59319.0,48.0,10,6
26.0,57913.0,67.0,12,4
40.0,55156.0,53.0,6,2
28.0,59523.0,57.0,9,6
26.0,50153.0,51.0,8,5
31.0,59466.0,50.0,6,5
28.0,70478.0,48.0,8,2
26.0,55722.0,49.0,3,6
43.0,58315.0,54.0,4,6
34.0,48092.0,53.0,10,5
48.0,62618.0,50.0,5,9
26.0,61851.0,61.0,6,3
18.0,60446.0,29.0,5,2
36.0,58482.0,54.0,10,3
54.0,57951.0,55.0,6,5
40.0,63513.0,58.0,5,5
67.0,59798.0,50.0,5,7
38.0,62205.0,51.0,6,6
37.0,61505.0,57.0,7,9
18.0,67864.0,60.0,7,2
39.0,64739.0,48.0,9,6
37.0,61350.0,52.0,3,2
31.0,70629.0,62.0,8,5
34.0,62942.0,35.0,6,5
34.0,69135.0,45.0,12,6
33.0,64249.0,60.0,7,2
56.0,47107.0,58.0,10,7
31.0,69134.0,54.0,4,5
37.0,60946.0,47.0,9,6
31.0,59636.0,44.0,8,4
43.0,61969.0,46.0,14,4
37.0,57585.0,61.0,12,8
32.0,61589.0,46.0,5,3
18.0,55857.0,51.0,7,4
37.0,68920.0,45.0,9,7
32.0,59205.0,56.0,5,4
34.0,57322.0,46.0,9,7
23.0,53526.0,49.0,9,6
49.0,61881.0,38.0,9,3
44.0,61310.0,39.0,11,7
49.0,62719.0,50.0,11,3
46.0,52809.0,41.0,3,2
41.0,48792.0,65.0,11,7
24.0,64379.0,36.0,9,4
53.0,70392.0,44.0,10,5
26.0,52816.0,50.0,7,2
32.0,71126.0,47.0,13,3
42.0,61987.0,42.0,10,5
43.0,59951.0,43.0,6,4
41.0,57217.0,43.0,4,8
31.0,50308.0,48.0,7,5
29.0,66914.0,64.0,7,6
60.0,54571.0,51.0,11,7
35.0,54541.0,58.0,14,8
33.0,66943.0,54.0,9,3
28.0,46819.0,58.0,0,6
37.0,49335.0,30.0,7,9
37.0,59873.0,48.0,5,3
35.0,62053.0,59.0,2,4
39.0,63393.0,46.0,7,8
53.0,57887.0,62.0,6,4
29.0,77713.0,60.0,4,4
35.0,58405.0,47.0,6,3
29.0,58384.0,46.0,14,3
38.0,54421.0,43.0,3,3
29.0,60867.0,46.0,9,2
30.0,64305.0,41.0,6,2
20.0,68425.0,53.0,13,7
36.0,49575.0,40.0,5,7
39.0,58278.0,54.0,8,4
54.0,63127.0,54.0,9,13
40.0,64109.0,38.0,13,5
31.0,60046.0,61.0,7,6
21.0,63797.0,54.0,13,8
23.0,54337.0,55.0,7,7
22.0,70905.0,45.0,8,4
54.0,66948.0,54.0,7,3
38.0,50586.0,58.0,8,6
29.0,52474.0,49.0,9,4
25.0,52672.0,64.0,8,7
26.0,64746.0,50.0,3,5
29.0,51007.0,58.0,6,7
48.0,57683.0,52.0,7,3
35.0,63183.0,54.0,8,3
21.0,59537.0,38.0,13,10
58.0,61812.0,53.0,9,3
24.0,52539.0,45.0,6,5
29.0,64164.0,44.0,10,3
48.0,55708.0,62.0,8,3
39.0,57728.0,49.0,10,4
30.0,61664.0,43.0,7,7
23.0,60722.0,47.0,10,4
25.0,60168.0,41.0,7,4
26.0,54746.0,60.0,11,3
35.0,57903.0,45.0,11,4
37.0,60015.0,54.0,11,6
34.0,50374.0,59.0,9,5
35.0,56762.0,46.0,12,7
24.0,62714.0,54.0,9,4
38.0,51058.0,43.0,6,6
48.0,68096.0,67.0,7,3
33.0,68887.0,57.0,7,4
33.0,51284.0,49.0,8,3
36.0,69503.0,45.0,11,2
46.0,58995.0,49.0,5,8
26.0,62930.0,48.0,2,7
50.0,56523.0,64.0,11,3
39.0,66461.0,41.0,8,11
35.0,62843.0,51.0,3,7
47.0,54301.0,50.0,5,5
23.0,51844.0,49.0,10,5
40.0,49778.0,49.0,9,8
39.0,61316.0,49.0,13,3
26.0,64007.0,56.0,9,4
40.0,64557.0,54.0,8,3
38.0,59174.0,53.0,6,3
33.0,51901.0,29.0,7,2
44.0,55225.0,52.0,5,4
29.0,68066.0,38.0,12,3
38.0,56608.0,55.0,8,3
34.0,61004.0,60.0,9,3
29.0,52470.0,44.0,9,6
40.0,62356.0,48.0,7,7
33.0,56796.0,46.0,6,4
20.0,67327.0,59.0,10,6
18.0,65415.0,51.0,7,6
43.0,56530.0,62.0,12,5
23.0,59113.0,53.0,6,8
38.0,56142.0,52.0,4,1
36.0,50064.0,50.0,9,6
31.0,53998.0,56.0,5,4
55.0,61388.0,38.0,8,6
37.0,62277.0,51.0,8,1
43.0,61040.0,50.0,2,4
38.0,57888.0,55.0,6,7
33.0,66531.0,49.0,9,2
35.0,60445.0,43.0,9,2
50.0,64923.0,50.0,8,6
46.0,47584.0,42.0,4,2
55.0,32543.0,37.0,7,4
37.0,61987.0,55.0,8,3
26.0,50027.0,54.0,7,5
31.0,58513.0,53.0,7,5
23.0,57885.0,59.0,7,9
43.0,71112.0,45.0,6,8
29.0,62800.0,40.0,6,7
18.0,61161.0,50.0,7,5
60.0,65859.0,48.0,10,6
29.0,62579.0,44.0,9,5
29.0,56796.0,49.0,4,6
52.0,67500.0,46.0,10,4
23.0,52232.0,37.0,10,2
